순번,지역,조회지역,업종,분야,상호,대표자,우편번호,본사주소,전화번호
185,서울,강서구,공사업,전문,21세기건설 주식회사,이용욱,7802,"서울특별시 강서구 공항대로 219 , 제7층 제705호(마곡동, 센테니아)",02-3664-5552
186,서울,강서구,공사업,전문,(주)일신전업,김한경,7622,서울특별시 강서구 송정로 51  (공항동) 301호,02-2664-0911
187,서울,강서구,공사업,전문,지엘방재(주),이종대,7566,"서울특별시 강서구 화곡로68길 82  (등촌동, 강서아이티밸리) 610호",02-323-8209
188,서울,강서구,공사업,전문,(주)진현이엔지,김남진,7586,서울특별시 강서구 공항대로41길 65  (등촌동) 304호,02-2658-8212
189,서울,강서구,공사업,전문,(주)엘지씨엔에스,현신균,7795,서울특별시 강서구 마곡중앙8로 71 (마곡동),02-3773-1114
190,서울,강서구,공사업,전문,(주)상현엔지니어링,"이재권,성영미",7734,"서울특별시 강서구 등촌로 65 , 101동 지3층 B302호(등촌동, 동양하우징)",02-2604-5794
191,서울,강서구,공사업,전문,(주)완일이씨에스,김경창,7504,서울특별시 강서구 개화동로13길 12-5  (개화동) ,02-3664-3358
192,서울,강서구,공사업,전문,영웅개발(주),고준필,7791,서울특별시 강서구 마곡동로10길 23 1256호(마곡동),02-3275-1795
193,서울,강서구,공사업,전문,중앙설비(주),김지수,7532,"서울특별시 강서구 양천로 551-17 508호(가양동,한화비즈메트로1차)",02-871-6451
194,서울,강서구,공사업,전문,삼호전설(주),"이주성,이돈수",7663,서울특별시 강서구 화곡로 280  (화곡동) 4층,02-2699-8824
195,서울,강서구,공사업,일반(전기),(주)신광티앤이,이일환,7531,서울특별시 강서구 허준로 217  (가양동) 204호,02-464-4252
196,서울,강서구,공사업,전문,공항시설관리(주),임동만,7652,서울특별시 강서구 우장산로 21-5  (내발산동) 501,02-3665-1383
197,서울,강서구,공사업,전문,(주)재윤전기,정인환,7665,서울특별시 강서구 등촌로53길 64 (등촌동),02-3663-4224
198,서울,강서구,공사업,일반(전기),(주)공항엔지니어링,이소영,7604,"서울특별시 강서구 방화동로 126 204-3호(방화동,삼정코아)",02-2666-6644
199,서울,강서구,공사업,전문,거담방재,안흥진,7802,"서울특별시 강서구 공항대로 213 , 제12층 제1202호(마곡동, 보타닉파크타워2)",
200,서울,강서구,공사업,전문,(주)준원엔지니어링,김영준,7591,서울특별시 강서구 공항대로 291 성원상떼뷰오피스텔 405호,02-6377-9677
201,서울,강서구,공사업,전문,(주)흥창엔지니어링,박종선,7631,"서울특별시 강서구 마곡중앙로 56 ,909호(마곡동, 마곡사이언스타워2)",02-832-4611
202,서울,강서구,공사업,전문,(주)KBS비즈니스,박승규,7648,서울특별시 강서구 공항대로 376 (화곡동),02-6099-7874
203,서울,강서구,공사업,전문,익전건설(주),박경종,7602,서울특별시 강서구 양천로14길 24 (방화동),02-2666-8211
204,서울,강서구,공사업,전문,(주)대림소방방재,양현민,7548,"서울특별시 강서구 화곡로 416 , 432(등촌동, 가양 더스카이밸리5차 지식산업센터)",02-2676-6119
205,서울,강서구,공사업,전문,주식회사 지엘전력,정형선,7807,"서울특별시 강서구 마곡중앙1로 20 , 제8층 816호(마곡동, 마곡엠시그니처)",02-2606-0086
206,서울,강서구,공사업,전문,주식회사 일오기술,양종기,7693,"서울특별시 강서구 우장산로2길 57-27 , 1층(내발산동, 씨엘빌레)",02-6085-1192
207,서울,강서구,공사업,일반(전기),(주)대영소방이엔씨,한해동,7708,서울특별시 강서구 강서로39길 30 206호(화곡동),02-2604-2119
208,서울,강서구,공사업,일반(기계),주식회사 성우이지텍,황윤섭,7639,"서울특별시 강서구 강서로45나길 47 , 402호(내발산동)",02-943-2119
209,서울,강서구,공사업,전문,주식회사 에이플러스방재,홍성일,7631,"서울특별시 강서구 공항대로 190 , 801호(마곡동, 푸리마타워)",02-415-0218
210,서울,강서구,공사업,전문,주식회사 무극건설산업,정용은,7548,"서울특별시 강서구 공항대로45길 95 ,301동 1104호(등촌동, 강변샤르망3단지)",02-3493-7330
211,서울,강서구,공사업,전문,에쓰씨엔지니어링 주식회사,김건우,7649,"서울특별시 강서구 공항대로 396 , 7, 8층(화곡동)",02-2167-9090
212,서울,강서구,공사업,전문,디와이피엔에프(주),유병욱,7792,서울특별시 강서구 마곡중앙8로7길 39 (마곡동),02-2106-8025
213,서울,강서구,공사업,전문,주식회사 선진기계설비,김수진,7718,"서울특별시 강서구 화곡로18길 30-5 , 1층(화곡동)",02-2692-5553
214,서울,강서구,공사업,전문,프로전력 주식회사,나미숙,7569,"서울특별시 강서구 공항대로45길 44 , 714호(등촌동, 청림오피스텔)",02-2663-3424
215,서울,강서구,공사업,전문,대방산업개발 주식회사,윤대인,7805,"서울특별시 강서구 공항대로 248 , 11층(마곡동)",02-2181-4304
216,서울,강서구,공사업,전문,교원소방 주식회사,김정주,7511,"서울특별시 강서구 금낭화로 146 , 9층 908호(방화동, 오피앙)",02-6012-2998
217,서울,강서구,공사업,전문,주식회사 해주전설,구대원,7739,"서울특별시 강서구 등촌로13길 83 , 비01호(화곡동, 에이엔케슬)",02-2655-0114
218,서울,강서구,공사업,전문,주식회사 현대에프이씨,엄명순,7718,"서울특별시 강서구 화곡로18길 18-2 , 1층(화곡동)",02-2605-9377
219,서울,강서구,공사업,전문,부민통신(주),"박창욱,박재완",7562,"서울특별시 강서구 공항대로 535  (염창동, 대림자동차빌딩)",02-3663-4000
220,서울,강서구,공사업,일반(전기),코위버(주),황인환,7792,서울특별시 강서구 마곡중앙8로7길 45 (마곡동),02-3140-3300
221,서울,강서구,공사업,전문,주식회사 케이엠이엔아이,김문경,7807,"서울특별시 강서구 마곡중앙1로 20 , 9층 914호(마곡동, 엠시그니처)",02-2679-1800
222,서울,강서구,공사업,전문,(주)대명이십일,김명회,7556,"서울특별시 강서구 공항대로81길 35 14층(염창동, 염창투웨니퍼스트)",02-2608-7330
223,서울,강서구,공사업,일반(기계),주식회사 라임엔지니어링,이정현,7573,"서울특별시 강서구 강서로74길 3 , 301호(가양동)",02-2659-0100
224,서울,강서구,공사업,전문,주식회사 새진이엔씨,"이희영,장진영",7788,"서울특별시 강서구 마곡서로 158 , 914호(마곡동,마곡센트럴타워2차)",02-2658-2775
225,서울,강서구,공사업,전문,주식회사 청명이앤씨,신용상,7803,"서울특별시 강서구 공항대로 247 , 11층 1123호(마곡동, 퀸즈파크나인비동)",02-2698-3380
226,서울,강서구,공사업,전문,주식회사 에스에프소방,이태우,7516,"서울특별시 강서구 양천로1길 68 , 2층(방화동)",02-2663-9119
227,서울,강서구,공사업,전문,주식회사 동선소방,신동선,7619,"서울특별시 강서구 공항대로7길 27 , 2층 204호(공항동, 청성스카이)",02-6015-1190
228,서울,강서구,공사업,전문,와이에이치이앤지 주식회사,사영환,7740,"서울특별시 강서구 곰달래로53가길 3 , 3층(화곡동)",02-2653-2777
229,서울,강서구,공사업,전문,주식회사 유일에스씨,"황재영,문종옥",7528,"서울특별시 강서구 양천로 401 에이동406호(가양동, 강서한강자이타워)",02-333-4192
230,서울,강서구,공사업,전문,주식회사 자영이엔지,홍직표,7631,"서울특별시 강서구 마곡중앙로 56 , 10층 1011호, 1012호(마곡동, 마곡사이언스타워2)",
231,서울,강서구,공사업,전문,주식회사누수탐지엠제이씨(MJC)기업,"목진천,목창헌",7722,"서울특별시 강서구 초록마을로 36-11 , 1층 103호(화곡동)",02-2691-5432
232,서울,강서구,공사업,전문,도너개발 주식회사,최민경,7806,"서울특별시 강서구 마곡중앙2로 35 , 511호(마곡동, 이너매스마곡2)",070-8777-8207
233,서울,강서구,공사업,전문,주식회사 대창일렉스,송효양,7802,"서울특별시 강서구 공항대로 209 , 7층 715호(마곡동, 지엠지엘스타)",02-3664-6265
234,서울,강서구,공사업,전문,주식회사 동방엔지니어링,최진영,7548,"서울특별시 강서구 화곡로 416 , 14층 1411호(등촌동, 가양역더스카이밸리5차 지식산업센터)",02-6952-6823
235,서울,강서구,공사업,전문,주식회사 거담방재,안흥진,7802,"서울특별시 강서구 공항대로 213 , 1202호(마곡동, 보타닉파크타워2)",02-3661-0928
236,서울,강서구,공사업,전문,자이씨앤에이 주식회사,안채종,7789,서울특별시 강서구 마곡중앙로 150 (마곡동),02-6924-5939
237,서울,강서구,공사업,전문,(주)정원씨앤에스,박주일,7789,서울특별시 강서구 마곡중앙12로 35 (마곡동),02-6677-1119
238,서울,강서구,공사업,전문,신안전기 주식회사,오문용,7788,"서울특별시 강서구 마곡중앙로 161-17 , 814호(마곡동, 보타닉파크타워1)",02-2661-5974
239,서울,강서구,공사업,전문,(주)태건전설,나태균,7546,서울특별시 강서구 양천로65길 33  (염창동) 대원빌딩 201호,02-2063-3585
240,서울,강서구,공사업,전문,도연이엔지 주식회사,유경락,7714,"서울특별시 강서구 강서로33길 19 , 304호(화곡동, 강서포스텔)",02-2690-4151
241,서울,강서구,공사업,전문,주식회사 태양전기,홍석봉,7741,"서울특별시 강서구 곰달래로 245 , 3층(화곡동)",02-6339-9848
242,서울,강서구,공사업,전문,케이에이씨공항서비스 주식회사,조수행,7505,서울특별시 강서구 하늘길 70 (과해동),02-6325-1124
243,서울,강서구,공사업,전문,주식회사 윤빛,임상욱,7631,"서울특별시 강서구 공항대로 194 , 508호(마곡동, 퀸즈파크12)",02-2696-6766
244,서울,강서구,공사업,전문,주식회사 에스앤아이코퍼레이션,형원준,7789,서울특별시 강서구 마곡중앙로 150 (마곡동),02-6924-5138
245,서울,관악구,공사업,전문,주식회사 영은전력,정춘근,8837,서울특별시 관악구 신림로30길 9 (신림동),02-872-2311
246,서울,관악구,공사업,일반(전기),(주)백제이앤씨,손흥도,8757,서울특별시 관악구 봉천로 376-1  (봉천동) 3층,02-889-2021
247,서울,관악구,공사업,전문,(주)진명연합전설,엄재준,8790,서울특별시 관악구 낙성대로 16  (봉천동) ,02-871-7565
248,서울,관악구,공사업,전문,(주)광장이엠씨,황갑주,8785,서울특별시 관악구 쑥고개로 75  (봉천동) 8층,02-887-3700
249,서울,관악구,공사업,전문,수영산업(주),박수영,8771,"서울특별시 관악구 난곡로 287 , 2층(신림동, 한조빌)",02-2699-0816
250,서울,관악구,공사업,전문,대원엠이씨(주),이종원,8832,"서울특별시 관악구 쑥고개로 122 , 301호(봉천동, 대원빌딩)",02-874-9301
251,서울,관악구,공사업,전문,근호종합건설(주),김승호,8763,서울특별시 관악구 남부순환로 1547 (신림동),02-866-6677
252,서울,관악구,공사업,전문,광성피앤드씨(주),최종현,8786,서울특별시 관악구 관악로15길 39  (봉천동) ,02-875-6011
253,서울,관악구,공사업,전문,(주)국제방재서비스,이강호,8757,서울특별시 관악구 봉천로 360  (봉천동) ,02-889-1190
254,서울,관악구,공사업,전문,다린전력(주),오승한,8748,"서울특별시 관악구 봉천로 455 5층(봉천동,태영빌딩)",02-875-1601
255,서울,관악구,공사업,전문,대흥이앤지(주),"강성오,이관복",8748,서울특별시 관악구 봉천로41길 38  (봉천동) ,02-898-0451
256,서울,관악구,공사업,전문,(주)나경이엔씨,윤병유,8753,서울특별시 관악구 신림로 366  (신림동) 11층,02-888-0046
257,서울,관악구,공사업,전문,(주)현라엔지니어링,이화주,8767,서울특별시 관악구 남부순환로 1455 (신림동),02-866-4116
258,서울,관악구,공사업,전문,(주)승도이엔씨,신종성,8771,서울특별시 관악구 남부순환로 1464  (신림동) 4층,02-888-0224
259,서울,관악구,공사업,전문,(주)예성이엔지,김훈,8727,"서울특별시 관악구 관악로37길 15 , 1층 106호(봉천동, 동아타운21)",02-535-0795
260,서울,관악구,공사업,전문,대림방재산업,박철하,8769,서울특별시 관악구 조원중앙로 9 (신림동),02-851-0119
261,서울,관악구,공사업,전문,(주)한국소방이앤씨,심재석,8755,"서울특별시 관악구 남부순환로191길 11 , 102호(신림동, 대승빌딩)",02-871-4119
262,서울,관악구,공사업,전문,(주)유진설비,유공식,8837,서울특별시 관악구 신림로30길 23 (신림동),02-889-1125
263,서울,관악구,공사업,전문,(주)디이케이,김일심,8801,"서울특별시 관악구 솔밭로2길 16 ,제105,107호(봉천동,오스빌오피스텔)",02-3285-7321
264,서울,관악구,공사업,전문,더세이프 주식회사,김성한,8746,"서울특별시 관악구 양녕로6길 75 , 2층(봉천동, 삼부빌딩)",02-878-9110
265,서울,관악구,공사업,전문,태흥설비(주),김상수,8741,서울특별시 관악구 솔밭로 19-1 (봉천동),02-877-8255
266,서울,관악구,공사업,전문,(주)태양씨엠씨,박래월,8769,"서울특별시 관악구 시흥대로 558-1 , 404호(신림동, 지밸리마인드)",02-302-0052
267,서울,관악구,공사업,전문,국동전설 주식회사,이기원,8709,"서울특별시 관악구 보라매로 62 , 상가동 201-4호(봉천동, 보라매삼성아파트)",02-507-1110
268,서울,관악구,공사업,일반(전기),한유전기 주식회사,윤승희,8749,서울특별시 관악구 봉천로 339 2층 (봉천동),02-871-0447
269,서울,관악구,공사업,전문,인우이앤씨 주식회사,채윤주,8866,"서울특별시 관악구 미성길 122 , 201호(신림동, 쌍용상가)",02-838-1234
270,서울,관악구,공사업,전문,주식회사 하나소방이엔지,신상수,8772,"서울특별시 관악구 남부순환로 1496 , 2층 1호(신림동, 승현빌딩)",02-889-0000
271,서울,관악구,공사업,전문,주식회사 왕선전설,조정현,8844,"서울특별시 관악구 서원1길 8 , 101호(신림동)",02-877-6410
272,서울,관악구,공사업,일반(기계),주식회사 비젼이엔지,김필석,8780,"서울특별시 관악구 남부순환로198길 7 , 상가(신림동, 현대성우아파트)",02-872-4214
